filepath,crop,disease_raw,environment,phash,pest
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_333.jpg,Tomato,LM,closed,9b26670facc53495,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_334.jpg,Tomato,LM,closed,d768a8878dba86b1,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_335.jpg,Tomato,LM,closed,eb9d200d55a832fb,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_336.jpg,Tomato,LM,closed,86bde4f0618b3707,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_337.jpg,Tomato,LM,closed,8ae5fee68035851e,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_338.jpg,Tomato,LM,closed,dba173938b5662a8,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_339.jpg,Tomato,LM,closed,94da62d2cf134a6d,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_340.jpg,Tomato,LM,closed,9066c9d26d256f71,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_341.jpg,Tomato,LM,closed,906e4c713e1f39b1,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_342.jpg,Tomato,LM,closed,9c771e1a1a972399,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_343.jpg,Tomato,LM,closed,99bd4e4c525ba0b3,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_344.jpg,Tomato,LM,closed,8c62ab4ebd93c334,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_345.jpg,Tomato,LM,closed,bdb940f6d232f0c4,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_346.jpg,Tomato,LM,closed,a1d14d339f8acaac,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_347.jpg,Tomato,LM,closed,c8f13086b89f93bc,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_348.jpg,Tomato,LM,closed,828938834d72f3fe,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_349.jpg,Tomato,LM,closed,c2c8d4b0a7626eed,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_350.jpg,Tomato,LM,closed,808d3eeeba14c8fa,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_351.jpg,Tomato,LM,closed,f5f918e870526e61,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_352.jpg,Tomato,LM,closed,85bf66d3b12c1694,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_353.jpg,Tomato,LM,closed,bae472b262ba4f82,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_354.jpg,Tomato,LM,closed,e59528a735a272f8,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_355.jpg,Tomato,LM,closed,c4813f2ef238bc8b,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_356.jpg,Tomato,LM,closed,b0bc4dc3648c33bb,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_357.jpg,Tomato,LM,closed,d1db729d2dc44c16,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_358.jpg,Tomato,LM,closed,dcbf607097218a76,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_359.jpg,Tomato,LM,closed,d56062c3cb0f3e5a,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_360.jpg,Tomato,LM,closed,cb9a61d13ae91c74,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_361.jpg,Tomato,LM,closed,d8d407593969d535,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_362.jpg,Tomato,LM,closed,ee03b421dfb8d02d,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_363.jpg,Tomato,LM,closed,dca91b9369665f01,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_364.jpg,Tomato,LM,closed,8eb37bc4053ae24e,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_365.jpg,Tomato,LM,closed,d15469434f8d6c5e,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_366.jpg,Tomato,LM,closed,e8fb07a6ccc1c899,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_367.jpg,Tomato,LM,closed,8f1f689e748324d5,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_368.jpg,Tomato,LM,closed,95573c24b48d2b6b,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_369.jpg,Tomato,LM,closed,8de9252632a7b31e,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_370.jpg,Tomato,LM,closed,816118934f37ccfb,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_371.jpg,Tomato,LM,closed,c2ea6faf36461318,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_372.jpg,Tomato,LM,closed,c4862e4f95b58f13,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_373.jpg,Tomato,LM,closed,d4e53a7c68c9c21e,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_374.jpg,Tomato,LM,closed,dd8a7a354a45728b,Leaf Miner
Z:\Projects\Smart-Farming\Datasets\final_combined_datasets\TLUE\LM\TLUE_LM_375.jpg,Tomato,LM,closed,c6cb31c325d947b4,Leaf Miner
